date	sp	dividend	earnings	cpi	date_fraction	long_rf	real_price	real_dividend	real_tot_return	real_earnings	real_tr_earnings	month_tot_bond_return	real_tot_bond_returns
1993.12	465.95	12.58	21.89	145.8	1993.96	5.77	843.98	22.79	318360.27	39.65	14956.34	1.01	23.86
1994.01	472.99	12.62	22.16	146.2	1994.04	5.75	854.38	22.8	323002.93	40.02	15130.72	0.99	23.94
1994.02	471.58	12.67	22.43	146.7	1994.13	5.97	848.93	22.8	321660.82	40.38	15301.57	0.97	23.58
1994.03	463.81	12.71	22.71	147.2	1994.21	6.48	832.11	22.8	316006.36	40.74	15472.94	0.97	22.75
1994.04	447.23	12.75	23.54	147.4	1994.29	6.97	801.28	22.85	305019.63	42.18	16054.74	0.99	22.04
1994.05	450.9	12.8	24.37	147.5	1994.38	7.18	807.3	22.91	308040.95	43.63	16648.83	1.01	21.83
1994.06	454.83	12.84	25.2	148	1994.46	7.1	811.59	22.91	310404.58	44.97	17198.06	0.99	22.01
1994.07	451.4	12.87	25.91	148.4	1994.54	7.3	803.3	22.9	307963.34	46.11	17676.85	1.01	21.77
1994.08	464.24	12.9	26.62	149	1994.63	7.24	822.82	22.86	316178.37	47.18	18129.99	0.99	21.91
1994.09	466.96	12.92	27.33	149.4	1994.71	7.46	825.43	22.84	317910.7	48.31	18606.52	0.99	21.64
1994.10	463.81	13.01	28.42	149.5	1994.79	7.74	819.31	22.99	316292.74	50.2	19380.87	0.99	21.34
1994.11	461.01	13.1	29.51	149.7	1994.88	7.96	813.27	23.1	314706.55	52.06	20144.88	1.02	21.13
1994.12	455.19	13.17	30.6	149.7	1994.96	7.81	803.01	23.23	311482.76	53.98	20939.33	1.01	21.49
1995.01	465.25	13.18	31.25	150.3	1995.04	7.78	817.48	23.16	317844.39	54.91	21349.03	1.03	21.59
1995.02	481.92	13.18	31.9	150.9	1995.13	7.47	843.4	23.07	328671.1	55.83	21755.91	1.03	22.11
1995.03	493.15	13.17	32.55	151.4	1995.21	7.2	860.2	22.97	335965.29	56.78	22175.14	1.02	22.59
1995.04	507.91	13.24	33.18	151.9	1995.29	7.06	883.03	23.02	345631.15	57.68	22576.64	1.04	22.88
1995.05	523.81	13.31	33.8	152.2	1995.38	6.63	908.88	23.09	356501.56	58.65	23006.3	1.04	23.68
1995.06	539.35	13.36	34.43	152.5	1995.46	6.17	934.01	23.14	367112.09	59.62	23435	1	24.57
1995.07	557.37	13.44	34.68	152.5	1995.54	6.28	965.21	23.27	380139.86	60.06	23652.6	0.99	24.5
1995.08	559.11	13.51	34.93	152.9	1995.63	6.49	965.69	23.33	381094.83	60.33	23808.63	1.03	24.19
1995.09	578.77	13.58	35.18	153.2	1995.71	6.2	997.69	23.41	394492.62	60.64	23978.87	1.02	24.79
1995.10	582.92	13.65	34.77	153.7	1995.79	6.04	1001.58	23.45	396801.56	59.75	23670.66	1.01	25.13
1995.11	595.53	13.72	34.37	153.6	1995.88	5.93	1023.91	23.59	406428.07	59.09	23454.05	1.02	25.48
1995.12	614.57	13.79	33.96	153.5	1995.96	5.71	1057.33	23.72	420480.21	58.43	23234.96	1.01	26.04
1996.01	614.42	13.89	33.99	154.4	1996.04	5.65	1050.91	23.76	418714.71	58.13	23161.24	0.99	26.13
1996.02	649.54	14	34.01	154.9	1996.13	5.81	1107.4	23.86	442011.76	57.99	23146.04	0.97	25.86
1996.03	647.07	14.1	34.04	155.7	1996.21	6.27	1097.52	23.92	438863.95	57.74	23087.04	0.99	24.98
1996.04	647.17	14.16	34.33	156.3	1996.29	6.51	1093.47	23.92	438043.87	58	23236.62	0.99	24.58
1996.05	661.23	14.21	34.62	156.6	1996.38	6.74	1115.09	23.97	447503.3	58.38	23429.92	0.99	24.25
1996.06	668.5	14.27	34.91	156.7	1996.46	6.91	1126.63	24.05	452939.01	58.83	23653.11	1.01	24.08
1996.07	644.07	14.4	35.27	157	1996.54	6.87	1083.38	24.22	436364.22	59.33	23898.03	1.02	24.24
1996.08	662.68	14.53	35.64	157.3	1996.63	6.64	1112.56	24.39	448935.21	59.83	24142.22	0.99	24.74
1996.09	674.88	14.66	36	157.8	1996.71	6.83	1129.45	24.53	456576.48	60.25	24355.08	1.03	24.46
1996.10	701.46	14.74	36.91	158.3	1996.79	6.53	1170.23	24.59	473888.1	61.58	24935.43	1.03	25.05
1996.11	735.67	14.82	37.82	158.6	1996.88	6.2	1224.98	24.68	496892.14	62.97	25544.69	1	25.75
1996.12	743.25	14.9	38.73	158.6	1996.96	6.3	1237.6	24.81	502850.54	64.49	26203.03	0.98	25.69
1997.01	766.22	14.95	39.23	159.1	1997.04	6.58	1271.84	24.82	517602.32	65.12	26503.15	1.02	25.23
1997.02	798.39	15.01	39.74	159.6	1997.13	6.42	1321.09	24.83	538486.52	65.75	26801.03	0.99	25.58
1997.03	792.16	15.06	40.24	160	1997.21	6.69	1307.5	24.86	533793.22	66.42	27115.53	0.99	25.15
1997.04	763.93	15.09	40.34	160.2	1997.29	6.89	1259.33	24.88	514974.4	66.51	27195.9	1.02	24.9
1997.05	833.09	15.13	40.45	160.1	1997.38	6.71	1374.2	24.95	562797.06	66.72	27323.92	1.02	25.39
1997.06	876.29	15.16	40.55	160.3	1997.46	6.49	1443.65	24.98	592094.77	66.8	27398.97	1.03	25.9
1997.07	925.29	15.22	40.58	160.5	1997.54	6.22	1522.48	25.04	625279.93	66.77	27422.6	1	26.53
1997.08	927.24	15.27	40.61	160.8	1997.63	6.3	1522.84	25.08	626287.15	66.7	27429.28	1.01	26.46
1997.09	937.02	15.33	40.64	161.2	1997.71	6.21	1535.09	25.11	632183.14	66.58	27418.76	1.02	26.71
1997.10	951.16	15.39	40.33	161.6	1997.79	6.03	1554.39	25.15	640997.55	65.91	27181.07	1.02	27.14
1997.11	938.92	15.44	40.03	161.5	1997.88	5.88	1535.34	25.25	634008.49	65.45	27028.15	1.01	27.59
1997.12	962.37	15.5	39.72	161.3	1997.96	5.81	1575.64	25.38	651522.21	65.03	26890.35	1.03	27.91
1998.01	963.36	15.55	39.66	161.6	1998.04	5.54	1574.33	25.41	651857.33	64.81	26835.93	1	28.57
1998.02	1023.74	15.6	39.6	161.9	1998.13	5.57	1669.9	25.45	692307.87	64.59	26779.64	1	28.58
1998.03	1076.83	15.64	39.54	162.2	1998.21	5.65	1753.25	25.46	727743.05	64.38	26721.92	1.01	28.49
1998.04	1112.2	15.75	39.35	162.5	1998.29	5.64	1807.5	25.6	751144.52	63.95	26575.74	1	28.59
1998.05	1108.42	15.85	39.16	162.8	1998.38	5.65	1798.04	25.71	748102.56	63.52	26430.14	1.02	28.65
1998.06	1108.39	15.95	38.97	163	1998.46	5.5	1795.78	25.84	748060.41	63.14	26301.13	1.01	29.08
1998.07	1156.58	16.02	38.68	163.2	1998.54	5.46	1871.56	25.92	780527.3	62.59	26101.28	1.01	29.26
1998.08	1074.62	16.08	38.38	163.4	1998.63	5.34	1736.81	25.99	725231.67	62.04	25903.84	1.05	29.63
1998.09	1020.64	16.14	38.09	163.6	1998.71	4.81	1647.55	26.05	688866.58	61.49	25708.31	1.03	30.96
1998.10	1032.47	16.17	37.96	164	1998.79	4.53	1662.58	26.03	696058.51	61.13	25593.65	0.98	31.7
1998.11	1144.43	16.18	37.84	164	1998.88	4.83	1842.87	26.06	772447.58	60.93	25538.36	1.02	31.07
1998.12	1190.05	16.2	37.71	163.9	1998.96	4.65	1917.5	26.1	804641.21	60.76	25497.26	1	31.66
1999.01	1248.77	16.28	37.93	164.3	1999.04	4.72	2007.21	26.17	843203.83	60.97	25613.63	0.98	31.53
1999.02	1246.58	16.37	38.16	164.5	1999.13	5	2001.26	26.28	841621.52	61.26	25761.26	0.99	30.92
1999.03	1281.66	16.45	38.38	165	1999.21	5.23	2051.34	26.33	863606.15	61.43	25861.15	1.01	30.41
1999.04	1334.76	16.45	39.26	166.2	1999.29	5.18	2120.9	26.14	893809.18	62.38	26290.08	0.98	30.44
1999.05	1332.07	16.45	40.14	166.2	1999.38	5.54	2116.63	26.14	892925.81	63.78	26907.03	0.98	29.74
1999.06	1322.55	16.45	41.02	166.2	1999.46	5.9	2101.5	26.14	887463.18	65.18	27525.42	1.01	29.07
1999.07	1380.99	16.51	42	166.7	1999.54	5.79	2187.78	26.16	924819	66.54	28126.49	0.99	29.37
1999.08	1327.49	16.58	42.98	167.1	1999.63	5.94	2097.99	26.2	887786.04	67.93	28743.75	1.01	29.11
1999.09	1318.17	16.64	43.96	167.9	1999.71	5.92	2073.33	26.17	878275.67	69.14	29289.85	0.99	29.16
1999.10	1300.01	16.66	45.36	168.2	1999.79	6.11	2041.12	26.15	865554.23	71.22	30203.17	1.01	28.84
1999.11	1391	16.67	46.77	168.3	1999.88	6.03	2182.69	26.16	926510.17	73.38	31150.1	0.99	29.14
1999.12	1428.68	16.69	48.17	168.3	1999.96	6.28	2241.81	26.19	952534.27	75.59	32116.06	0.98	28.75
2000.01	1425.59	16.71	49.1	168.8	2000.04	6.66	2230.34	26.15	948584.56	76.81	32668.82	1.02	28.03
2000.02	1388.87	16.74	50.02	169.8	2000.13	6.52	2160.09	26.03	919631.14	77.8	33122.62	1.02	28.3
2000.03	1442.21	16.76	50.95	171.2	2000.21	6.26	2224.71	25.85	948057.93	78.59	33492.73	1.03	28.76
2000.04	1461.36	16.74	51.27	171.3	2000.29	5.99	2252.93	25.81	961002.16	79.05	33717.76	0.97	29.47
2000.05	1418.48	16.72	51.6	171.5	2000.38	6.44	2184.28	25.75	932631.3	79.45	33924.11	1.03	28.62
2000.06	1461.96	16.7	51.92	172.4	2000.46	6.1	2239.48	25.58	957111.07	79.53	33990.81	1.01	29.34
2000.07	1473	16.58	52.51	172.8	2000.54	6.05	2251.17	25.34	963009.07	80.26	34331.85	1.02	29.53
2000.08	1485.46	16.47	53.11	172.8	2000.63	5.83	2270.21	25.17	972052.22	81.16	34751.83	1.01	30.16
2000.09	1468.05	16.35	53.7	173.7	2000.71	5.8	2231.98	24.86	956568.96	81.64	34990.47	1.01	30.22
2000.10	1390.14	16.32	52.47	174	2000.79	5.74	2109.88	24.77	905126.55	79.63	34161.29	1.01	30.45
2000.11	1378.04	16.3	51.23	174.1	2000.88	5.72	2090.31	24.72	897616.55	77.71	33371.95	1.04	30.63
2000.12	1330.93	16.27	50	174	2000.96	5.24	2020.02	24.69	868312.31	75.89	32620.51	1.01	31.93
2001.01	1335.63	16.17	48.48	175.1	2001.04	5.16	2014.41	24.39	866778.13	73.12	31461.86	1.01	32.06
2001.02	1305.75	16.07	46.96	175.8	2001.13	5.1	1961.51	24.14	844878.52	70.54	30385.22	1.02	32.22
2001.03	1185.85	15.97	45.44	176.2	2001.21	4.89	1777.35	23.94	766415.14	68.11	29367.88	0.98	32.81
2001.04	1189.84	15.88	42.56	176.9	2001.29	5.14	1776.27	23.7	766802.65	63.53	27426.01	0.99	32.18
2001.05	1270.37	15.78	39.67	177.7	2001.38	5.39	1887.95	23.46	815858.97	58.96	25479.07	1.01	31.56
2001.06	1238.71	15.69	36.79	178	2001.46	5.28	1837.8	23.28	795023.75	54.58	23612.41	1.01	31.92
2001.07	1204.45	15.71	33.96	177.5	2001.54	5.24	1792	23.37	776055.13	50.53	21883.37	1.03	32.24
2001.08	1178.5	15.72	31.14	177.5	2001.63	4.97	1753.4	23.39	760179.18	46.33	20084.38	1.02	33.07
2001.09	1044.64	15.74	28.31	178.3	2001.71	4.73	1547.26	23.31	671653.09	41.93	18201.96	1.02	33.68
2001.10	1076.59	15.74	27.1	177.7	2001.79	4.57	1599.97	23.39	695378.77	40.28	17506.28	1	34.36
2001.11	1129.68	15.74	25.9	177.4	2001.88	4.65	1681.71	23.43	731752.64	38.55	16774.62	0.97	34.33
2001.12	1144.93	15.74	24.69	176.7	2001.96	5.09	1711.16	23.52	745421.85	36.9	16074.75	1.01	33.42
2002.01	1140.21	15.74	24.69	177.1	2002.04	5.04	1700.26	23.47	741524.02	36.82	16059.06	1.01	33.61
2002.02	1100.67	15.73	24.7	177.8	2002.13	4.91	1634.84	23.37	713840.75	36.68	16017.05	0.98	33.96
2002.03	1153.79	15.73	24.7	178.8	2002.21	5.28	1704.15	23.23	744952.09	36.48	15947.72	1.01	32.95
2002.04	1111.93	15.83	25.38	179.8	2002.29	5.21	1633.19	23.26	714779.17	37.28	16314.96	1.01	33.09
2002.05	1079.25	15.94	26.06	179.8	2002.38	5.16	1585.19	23.41	694625.28	38.28	16772.7	1.02	33.36
2002.06	1014.02	16.04	26.74	179.9	2002.46	4.93	1488.55	23.55	653139.09	39.25	17223.47	1.03	34.08
2002.07	903.59	15.96	27.84	180.1	2002.54	4.65	1324.97	23.4	582219.56	40.82	17938.44	1.04	34.94
2002.08	912.55	15.88	28.94	180.7	2002.63	4.26	1333.67	23.21	586890.31	42.3	18612.25	1.04	36.06
2002.09	867.81	15.8	30.04	181	2002.71	3.87	1266.18	23.05	558036.91	43.83	19316.93	1	37.28
2002.10	854.63	15.89	29.22	181.3	2002.79	3.94	1244.88	23.15	549502.35	42.57	18789.76	0.99	37.12
2002.11	909.93	15.98	28.41	181.3	2002.88	4.05	1325.44	23.28	585914.87	41.38	18291.39	1.01	36.91
2002.12	899.18	16.07	27.59	180.9	2002.96	4.03	1312.67	23.46	581137.28	40.28	17831.33	1	37.18
2003.01	895.84	16.12	28.5	181.7	2003.04	4.05	1302.04	23.43	577293.85	41.42	18365.86	1.02	37.08
2003.02	837.03	16.17	29.41	183.1	2003.13	3.9	1207.26	23.32	536133.18	42.42	18837.65	1.01	37.37
2003.03	846.63	16.22	30.32	184.2	2003.21	3.81	1213.82	23.25	539904.37	43.47	19335.37	0.99	37.55
2003.04	890.03	16.2	31.73	183.8	2003.29	3.96	1278.82	23.28	569679.15	45.59	20309.34	1.04	37.29
2003.05	935.96	16.19	33.14	183.5	2003.38	3.57	1347.01	23.3	600921.65	47.69	21277.13	1.02	38.69
2003.06	988	16.17	34.55	183.7	2003.46	3.33	1420.35	23.25	634506.88	49.67	22188.47	0.95	39.54
2003.07	992.54	16.31	35.89	183.9	2003.54	3.98	1425.33	23.42	637601.23	51.54	23057.64	0.97	37.51
2003.08	989.53	16.45	37.24	184.6	2003.63	4.45	1415.62	23.53	634134.46	53.27	23862.9	1.02	36.08
2003.09	1019.44	16.59	38.58	185.2	2003.71	4.27	1453.68	23.66	652068.68	55.01	24677.09	1	36.62
2003.10	1038.73	16.86	41.97	185	2003.79	4.29	1482.79	24.06	666024.98	59.91	26908.68	1	36.73
2003.11	1049.9	17.12	45.35	184.5	2003.88	4.3	1502.8	24.51	675928.87	64.92	29198.62	1.01	36.93
2003.12	1080.64	17.39	48.74	184.3	2003.96	4.27	1548.48	24.92	697408.35	69.84	31455.14	1.01	37.2
2004.01	1132.52	17.6	49.83	185.2	2004.04	4.15	1614.93	25.1	728280.04	71.05	32041.61	1.01	37.51
2004.02	1143.36	17.81	50.91	186.2	2004.13	4.08	1621.63	25.26	732251.39	72.21	32606.84	1.02	37.65
2004.03	1123.98	18.02	52	187.4	2004.21	3.83	1583.94	25.39	716185.83	73.28	33133.74	0.96	38.3
2004.04	1133.36	18.21	53.38	188	2004.29	4.35	1592.06	25.58	720821.9	74.99	33952.03	0.97	36.71
2004.05	1102.78	18.41	54.77	189.1	2004.38	4.72	1540.09	25.71	698262.87	76.48	34677.39	1	35.56
2004.06	1132.76	18.6	56.15	189.7	2004.46	4.73	1576.95	25.89	715955.49	78.17	35489.34	1.02	35.56
2004.07	1105.85	18.79	56.69	189.4	2004.54	4.5	1541.93	26.2	701045.32	79.05	35938.2	1.02	36.41
2004.08	1088.94	18.97	57.23	189.5	2004.63	4.28	1517.55	26.44	690962.87	79.76	36314.03	1.02	37.17
2004.09	1117.66	19.16	57.77	189.9	2004.71	4.13	1554.29	26.65	708703.7	80.34	36631.72	1.01	37.68
2004.10	1117.21	19.25	58.03	190.9	2004.79	4.1	1545.53	26.63	705719.46	80.28	36656.4	1	37.7
2004.11	1168.94	19.35	58.29	191	2004.88	4.19	1616.25	26.75	739027.56	80.6	36852.12	1	37.54
2004.12	1199.21	19.44	58.55	190.3	2004.96	4.23	1664.2	26.98	761981.66	81.25	37202.85	1	37.68
2005.01	1181.41	19.7	59.11	190.7	2005.04	4.22	1636.06	27.29	750138.04	81.85	37529.87	1.01	37.77
2005.02	1199.63	19.97	59.66	191.8	2005.13	4.17	1651.76	27.49	758388.79	82.15	37718.3	0.98	37.83
2005.03	1194.9	20.23	60.22	193.3	2005.21	4.5	1632.48	27.64	750594.18	82.27	37828.09	1.02	36.68
2005.04	1164.43	20.46	61.23	194.6	2005.29	4.34	1580.23	27.77	727631.65	83.1	38263.62	1.02	37.04
2005.05	1178.28	20.7	62.25	194.4	2005.38	4.14	1600.67	28.12	738122.62	84.56	38993.85	1.01	37.82
2005.06	1202.25	20.93	63.26	194.5	2005.46	4	1632.39	28.42	753843.25	85.89	39665.73	0.99	38.36
2005.07	1222.24	21.11	64.33	195.4	2005.54	4.18	1651.89	28.53	763945.6	86.94	40208.65	1	37.75
2005.08	1224.27	21.29	65.4	196.4	2005.63	4.26	1646.21	28.63	762421.49	87.94	40728.24	1.01	37.45
2005.09	1225.92	21.47	66.47	198.8	2005.71	4.2	1628.52	28.52	755333.11	88.3	40954.54	0.98	37.31
2005.10	1191.96	21.72	67.59	199.2	2005.79	4.46	1580.23	28.8	734047.39	89.61	41624.1	1	36.59
2005.11	1237.37	21.97	68.71	197.6	2005.88	4.54	1653.72	29.36	769319.09	91.83	42719.57	1.01	36.79
2005.12	1262.07	22.22	69.83	196.8	2005.96	4.47	1693.59	29.82	789021.67	93.71	43656.36	1.01	37.28
2006.01	1278.73	22.41	70.78	198.3	2006.04	4.42	1702.96	29.84	794548.52	94.26	43977.62	0.99	37.29
2006.02	1276.65	22.59	71.72	198.7	2006.13	4.57	1696.77	30.03	792826.73	95.33	44541.71	0.99	36.91
2006.03	1293.74	22.78	72.67	199.8	2006.21	4.72	1710.02	30.11	800189.05	96.05	44947.01	0.98	36.41
2006.04	1302.17	23	73.28	201.5	2006.29	4.99	1706.64	30.14	799783.59	96.04	45006.01	0.99	35.48
2006.05	1290.01	23.22	73.88	202.5	2006.38	5.11	1682.35	30.28	789584.93	96.35	45222.26	1	35.12
2006.06	1253.17	23.44	74.49	202.9	2006.46	5.11	1631.09	30.51	766717.11	96.95	45574.63	1.01	35.2
2006.07	1260.24	23.66	75.85	203.5	2006.54	5.09	1635.45	30.7	769972.1	98.43	46342.27	1.02	35.3
2006.08	1287.15	23.88	77.21	203.9	2006.63	4.88	1667.1	30.93	786084.08	100	47153.44	1.02	35.96
2006.09	1317.74	24.1	78.57	202.9	2006.71	4.72	1715.13	31.37	809964.8	102.26	48294	1	36.75
2006.10	1363.38	24.36	79.55	201.8	2006.79	4.73	1784.2	31.88	843840.53	104.1	49236.1	1.01	37.06
2006.11	1388.64	24.62	80.53	201.5	2006.88	4.6	1819.97	32.27	862026.12	105.54	49990.61	1.01	37.65
2006.12	1416.42	24.88	81.51	201.8	2006.96	4.56	1853.62	32.56	879249.12	106.67	50597.7	0.99	37.86
2007.01	1424.16	25.08	82.06	202.42	2007.04	4.76	1858.07	32.73	882656.97	107.06	50856.57	1.01	37.29
2007.02	1444.8	25.29	82.6	203.5	2007.13	4.72	1874.97	32.82	891982.67	107.2	50997.19	1.02	37.35
2007.03	1406.95	25.49	83.15	205.35	2007.21	4.56	1809.37	32.78	862076.64	106.93	50948.27	0.99	37.63
2007.04	1463.64	25.72	83.74	206.69	2007.29	4.69	1870.13	32.86	892328.55	107	51053.26	1	37.15
2007.05	1511.14	25.94	84.33	207.95	2007.38	4.75	1919.1	32.95	917002.1	107.1	51173.81	0.98	36.89
2007.06	1514.19	26.17	84.92	208.35	2007.46	5.1	1919.25	33.17	918396.49	107.64	51506.24	1.01	35.97
2007.07	1520.71	26.44	82.81	208.3	2007.54	5	1928	33.52	923922.45	104.99	50314.06	1.03	36.41
2007.08	1454.62	26.71	80.71	207.92	2007.63	4.67	1847.6	33.93	886747.35	102.51	49199.39	1.02	37.58
2007.09	1497.12	26.98	78.6	208.49	2007.71	4.52	1896.36	34.17	911514.22	99.56	47855.23	1	38.07
2007.10	1539.66	27.23	74.46	208.94	2007.79	4.53	1946.08	34.42	936792.09	94.11	45304.51	1.03	38.1
2007.11	1463.39	27.48	70.32	210.18	2007.88	4.15	1838.75	34.53	886514.07	88.36	42599.49	1.01	39.19
2007.12	1479.22	27.73	66.18	210.04	2007.96	4.1	1859.89	34.87	898106.2	83.21	40181.09	1.03	39.51
2008.01	1378.76	27.92	64.25	211.08	2008.04	3.74	1725	34.93	834377.36	80.38	38881.85	1	40.62
2008.02	1354.87	28.11	62.32	211.69	2008.13	3.74	1690.21	35.07	818959.22	77.74	37669.69	1.02	40.63
2008.03	1316.94	28.3	60.39	213.53	2008.21	3.51	1628.77	35	790604.58	74.69	36254.2	0.99	41.18
2008.04	1370.47	28.44	57.38	214.82	2008.29	3.68	1684.76	34.96	819194.88	70.54	34300.74	0.99	40.48
2008.05	1403.22	28.57	54.38	216.63	2008.38	3.88	1710.61	34.83	833178.31	66.29	32286.78	0.99	39.6
2008.06	1341.25	28.71	51.37	218.82	2008.46	4.1	1618.76	34.65	789844.22	62	30251.11	1.01	38.63
2008.07	1257.33	28.76	49.56	219.96	2008.54	4.01	1509.55	34.53	737961.01	59.51	29090.06	1.01	38.84
2008.08	1281.47	28.8	47.76	219.09	2008.63	3.89	1544.69	34.72	756558.07	57.57	28194.72	1.02	39.51
2008.09	1216.95	28.85	45.95	218.78	2008.71	3.69	1468.95	34.82	720882.93	55.47	27219.34	0.99	40.35
2008.10	968.8	28.7	35.59	216.57	2008.79	3.81	1181.35	34.99	581173.88	43.4	21352.1	1.03	40.49
2008.11	883.04	28.54	25.24	212.43	2008.88	3.53	1097.8	35.49	541525.97	31.37	15476.43	1.1	42.37
2008.12	877.56	28.39	14.88	210.23	2008.96	2.42	1102.39	35.66	545255.5	18.69	9245.41	0.99	47.13
2009.01	865.58	28.01	12.21	211.14	2009.04	2.52	1082.63	35.04	536925.49	15.27	7571.88	0.97	46.61
2009.02	805.23	27.64	9.53	212.19	2009.13	2.87	1002.16	34.4	498439.84	11.86	5901.16	1.01	45.08
2009.03	757.13	27.26	6.86	212.71	2009.21	2.82	940.01	33.84	468931.64	8.52	4248.77	0.99	45.27
2009.04	848.15	26.7	7.08	213.24	2009.29	2.93	1050.4	33.07	525371.97	8.76	4383.52	0.97	44.83
2009.05	902.41	26.15	7.29	213.86	2009.38	3.29	1114.37	32.29	558718.07	9.01	4515.59	0.97	43.45
2009.06	926.12	25.59	7.51	215.69	2009.46	3.72	1133.91	31.33	569823.47	9.2	4620.76	1.02	41.67
2009.07	935.82	25.03	9.19	215.35	2009.54	3.56	1147.61	30.69	577991.35	11.27	5673.97	1	42.42
2009.08	1009.73	24.46	10.86	215.83	2009.63	3.59	1235.48	29.93	623501.14	13.29	6708.03	1.02	42.35
2009.09	1044.55	23.9	12.54	215.97	2009.71	3.4	1277.28	29.23	645828.13	15.33	7753.28	1	43.12
2009.10	1067.66	23.4	25.35	216.18	2009.79	3.39	1304.28	28.59	660686.18	30.97	15687.01	1	43.24
2009.11	1088.07	22.91	38.16	216.33	2009.88	3.4	1328.28	27.96	674020.45	46.58	23638.76	0.99	43.29
2009.12	1110.38	22.41	50.97	215.95	2009.96	3.59	1357.9	27.41	690213.15	62.33	31683	0.99	42.81
2010.01	1123.58	22.24	54.29	216.69	2010.04	3.73	1369.37	27.11	697187.69	66.17	33687.25	1.01	42.29
2010.02	1089.16	22.07	57.61	216.74	2010.13	3.69	1327.09	26.89	676802.44	70.19	35798.77	1	42.55
2010.03	1152.05	21.9	60.93	217.63	2010.21	3.73	1397.97	26.57	714084.01	73.94	37766.71	0.99	42.37
2010.04	1197.32	21.95	62.99	218.01	2010.29	3.85	1450.39	26.59	741988.93	76.3	39033.35	1.04	42.01
2010.05	1125.06	21.99	65.04	218.18	2010.38	3.42	1361.8	26.62	697803.67	78.73	40342.27	1.02	43.63
2010.06	1083.36	22.04	67.1	217.97	2010.46	3.2	1312.61	26.7	673736.71	81.3	41729.19	1.02	44.61
2010.07	1079.8	22.14	68.69	218.01	2010.54	3.01	1308.02	26.82	672528.4	83.2	42779.9	1.03	45.45
2010.08	1087.28	22.25	70.27	218.31	2010.63	2.7	1315.26	26.91	677406.52	85.01	43782.3	1.01	46.72
2010.09	1122.08	22.35	71.86	218.44	2010.71	2.65	1356.57	27.02	699841.19	86.88	44819.08	1.01	47
2010.10	1171.58	22.48	73.69	218.71	2010.79	2.54	1414.65	27.14	730972.35	88.98	45976.67	0.98	47.5
2010.11	1198.89	22.6	75.52	218.8	2010.88	2.76	1447.02	27.28	748871.82	91.15	47172.63	0.96	46.67
2010.12	1241.53	22.73	77.35	219.18	2010.96	3.29	1495.92	27.39	775357.13	93.2	48306.42	0.99	44.61
2011.01	1282.62	22.96	78.67	220.22	2011.04	3.39	1538.1	27.54	798410.63	94.34	48970.83	0.99	44.15
2011.02	1321.12	23.2	79.99	221.31	2011.13	3.58	1576.49	27.68	819538.12	95.45	49620.67	1.02	43.36
2011.03	1304.49	23.43	81.31	223.47	2011.21	3.41	1541.62	27.69	802606.86	96.09	50027.19	1	43.69
2011.04	1331.51	23.73	82.16	224.91	2011.29	3.46	1563.48	27.87	815198.76	96.48	50303.38	1.03	43.35
2011.05	1338.31	24.04	83.02	225.96	2011.38	3.17	1564.11	28.09	816746.18	97.02	50663.56	1.02	44.33
2011.06	1287.29	24.34	83.87	225.72	2011.46	3	1506.09	28.48	787691.06	98.13	51319.94	1	45.14
2011.07	1325.19	24.62	84.91	225.92	2011.54	3	1549.06	28.78	811418.47	99.25	51988.65	1.06	45.22
2011.08	1185.31	24.9	85.94	226.55	2011.63	2.3	1381.74	29.03	725040.63	100.19	52570.56	1.03	48
2011.09	1173.88	25.18	86.98	226.89	2011.71	1.98	1366.34	29.31	718241.93	101.24	53218.97	0.99	49.4
2011.10	1207.22	25.6	86.97	226.42	2011.79	2.15	1408.05	29.85	741475.65	101.44	53417.06	1.01	48.83
2011.11	1226.42	26.01	86.96	226.23	2011.88	2.01	1431.65	30.37	755236.85	101.51	53550.49	1	49.58
2011.12	1243.32	26.43	86.95	225.67	2011.96	1.98	1454.97	30.93	768896.78	101.75	53771.82	1	49.92
2012.01	1300.58	26.74	87.48	226.67	2012.04	1.97	1515.31	31.15	802155.88	101.92	53954.85	1	49.82
2012.02	1352.49	27.04	88.01	227.66	2012.13	1.97	1568.88	31.37	831899.42	102.09	54133.83	0.98	49.69
2012.03	1389.24	27.35	88.54	229.39	2012.21	2.17	1599.37	31.49	849454.53	101.93	54138.02	1.01	48.52
2012.04	1386.43	27.67	88.33	230.09	2012.29	2.05	1591.32	31.76	846588.86	101.39	53938.54	1.02	48.98
2012.05	1341.27	28	88.13	229.82	2012.38	1.8	1541.3	32.17	821401.55	101.27	53969.28	1.02	50.23
2012.06	1323.48	28.32	87.92	229.48	2012.46	1.62	1523.09	32.59	813144.52	101.18	54017.94	1.01	51.21
2012.07	1359.78	28.74	87.45	229.1	2012.54	1.53	1567.42	33.13	838285.08	100.8	53909.63	0.99	51.79
2012.08	1403.45	29.17	86.97	230.38	2012.63	1.68	1608.8	33.43	861908.76	99.7	53413.43	1	50.86
2012.09	1443.42	29.59	86.5	231.41	2012.71	1.72	1647.27	33.77	884025.41	98.72	52977.09	1	50.52
2012.10	1437.82	30.14	86.5	231.32	2012.79	1.75	1641.52	34.41	882477.34	98.76	53092.34	1.01	50.47
2012.11	1394.51	30.7	86.51	230.22	2012.88	1.65	1599.65	35.21	861547.49	99.23	53445.01	0.99	51.25
