date	sp	dividend	earnings	cpi	date_fraction	long_rf	real_price	real_dividend	real_tot_return	real_earnings	real_tr_earnings	month_tot_bond_return	real_tot_bond_returns
1974.05	89.67	3.48	8.61	48.6	1974.38	7.58	487.26	18.91	82578.28	46.8	7932.13	1.01	10.6
1974.06	89.79	3.5	8.74	49	1974.46	7.54	483.93	18.86	82280.18	47.1	8009.01	0.99	10.61
1974.07	79.31	3.53	8.86	49.4	1974.54	7.81	423.98	18.87	72355.61	47.38	8086.14	0.99	10.4
1974.08	76.03	3.56	8.99	50	1974.63	8.04	401.57	18.8	68798.27	47.47	8131.89	1.01	10.18
1974.09	68.12	3.59	9.11	50.6	1974.71	8.04	355.53	18.74	61177.22	47.55	8181.51	1.02	10.12
1974.10	69.44	3.59	9.04	51.1	1974.79	7.9	358.87	18.57	62018.78	46.7	8070.9	1.02	10.19
1974.11	71.74	3.6	8.96	51.5	1974.88	7.68	367.88	18.44	63840.93	45.96	7976.41	1.02	10.33
1974.12	67.07	3.6	8.89	51.9	1974.96	7.43	341.28	18.32	59490.04	45.24	7885.29	1	10.49
1975.01	72.56	3.62	8.74	52.1	1975.04	7.5	367.8	18.37	64379.31	44.32	7757.57	1.01	10.47
1975.02	80.1	3.65	8.6	52.5	1975.13	7.39	402.92	18.34	70795.32	43.24	7598.05	0.98	10.53
1975.03	83.78	3.67	8.45	52.7	1975.21	7.73	419.83	18.39	74036.1	42.34	7467.24	0.97	10.31
1975.04	84.72	3.68	8.29	52.9	1975.29	8.23	422.94	18.39	74853.95	41.37	7321.65	1.02	9.99
1975.05	90.1	3.7	8.12	53.2	1975.38	8.06	447.26	18.35	79429.15	40.32	7161.26	1.02	10.12
1975.06	92.4	3.71	7.96	53.6	1975.46	7.86	455.26	18.28	81119.39	39.22	6988.21	0.99	10.25
1975.07	92.49	3.71	7.89	54.2	1975.54	8.06	450.65	18.08	80567.94	38.46	6875.87	0.98	10.06
1975.08	85.71	3.71	7.83	54.3	1975.63	8.4	416.85	18.04	74793.21	38.07	6829.8	1	9.88
1975.09	84.67	3.71	7.76	54.6	1975.71	8.43	409.53	17.94	73748.02	37.53	6759	1.03	9.88
1975.10	88.57	3.7	7.83	54.9	1975.79	8.14	426.05	17.8	76990.47	37.65	6803.42	1.01	10.09
1975.11	90.07	3.69	7.89	55.3	1975.88	8.05	430.13	17.62	77993.4	37.7	6834.99	1.01	10.14
1975.12	88.7	3.68	7.96	55.5	1975.96	8	422.06	17.51	76794.9	37.88	6891.63	1.02	10.21
1976.01	96.86	3.68	8.19	55.6	1976.04	7.74	460.06	17.5	83974.13	38.92	7103.32	1	10.44
1976.02	100.6	3.69	8.43	55.8	1976.13	7.79	476.12	17.45	87169.37	39.88	7301.66	1.01	10.43
1976.03	101.1	3.69	8.66	55.9	1976.21	7.73	477.63	17.43	87711.87	40.91	7513.2	1.02	10.53
1976.04	101.9	3.71	8.86	56.1	1976.29	7.56	479.69	17.48	88358.27	41.69	7679.69	0.98	10.68
1976.05	101.2	3.74	9.05	56.5	1976.38	7.9	473.02	17.47	87398.14	42.32	7818.62	1.01	10.42
1976.06	101.8	3.76	9.25	56.8	1976.46	7.86	473.31	17.48	87721.14	43.01	7970.73	1.01	10.47
1976.07	104.2	3.79	9.35	57.1	1976.54	7.83	481.93	17.53	89588.2	43.24	8038.86	1.01	10.5
1976.08	103.3	3.82	9.45	57.4	1976.63	7.77	475.27	17.58	88622.48	43.48	8107.28	1.02	10.56
1976.09	105.5	3.85	9.55	57.6	1976.71	7.59	483.7	17.65	90469.91	43.79	8189.46	1.02	10.72
1976.10	101.9	3.92	9.67	57.9	1976.79	7.41	464.78	17.86	87208.46	44.11	8275.82	1.01	10.87
1976.11	101.2	3.98	9.79	58	1976.88	7.29	460.79	18.14	86743.66	44.58	8391.51	1.04	11.01
1976.12	104.7	4.05	9.91	58.2	1976.96	6.87	475.09	18.38	89723.58	44.97	8492.46	0.98	11.37
1977.01	103.8	4.1	9.97	58.5	1977.04	7.21	468.59	18.49	88787.21	44.99	8525.17	0.99	11.1
1977.02	101	4.14	10.02	59.1	1977.13	7.39	451.32	18.51	85807.44	44.79	8515.58	1	10.92
1977.03	100.6	4.19	10.08	59.5	1977.21	7.46	446.51	18.6	85187.69	44.74	8535.7	1.01	10.86
1977.04	99.05	4.25	10.19	60	1977.29	7.37	435.97	18.69	83473.37	44.87	8590.3	1	10.9
1977.05	98.76	4.3	10.31	60.3	1977.38	7.46	432.53	18.85	83115.61	45.14	8674.03	1.02	10.84
1977.06	99.29	4.36	10.42	60.7	1977.46	7.28	431.98	18.97	83314.76	45.33	8743.48	1	10.98
1977.07	100.2	4.41	10.52	61	1977.54	7.33	433.8	19.08	83971.47	45.53	8813.4	1	10.95
1977.08	97.75	4.45	10.61	61.2	1977.63	7.4	421.81	19.22	81960.56	45.8	8898.95	1.01	10.93
1977.09	96.23	4.5	10.71	61.4	1977.71	7.34	413.9	19.35	80736.67	46.06	8985.66	0.99	11.01
1977.10	93.74	4.56	10.77	61.6	1977.79	7.52	401.88	19.54	78709.77	46.17	9043.14	1	10.9
1977.11	94.28	4.61	10.83	61.9	1977.88	7.58	402.23	19.68	79100.75	46.2	9086.35	1	10.87
1977.12	93.82	4.67	10.89	62.1	1977.96	7.69	398.98	19.86	78786.76	46.31	9145.04	0.99	10.82
1978.01	90.25	4.71	10.9	62.5	1978.04	7.96	381.34	19.92	75631.48	46.06	9134.44	1	10.62
1978.02	88.98	4.76	10.91	62.9	1978.13	8.03	373.59	19.97	74423.07	45.81	9125.15	1.01	10.57
1978.03	88.82	4.8	10.92	63.4	1978.21	8.04	369.97	19.99	74035.29	45.49	9102.29	1	10.55
1978.04	92.71	4.84	11.02	63.9	1978.29	8.15	383.15	19.99	77006.43	45.56	9156.13	0.99	10.46
1978.05	97.41	4.87	11.13	64.5	1978.38	8.35	398.83	19.95	80491.86	45.56	9194.22	1	10.3
1978.06	97.66	4.91	11.23	65.2	1978.46	8.46	395.56	19.89	80166.52	45.49	9218.41	1	10.18
1978.07	97.19	4.95	11.34	65.7	1978.54	8.64	390.67	19.88	79509.35	45.6	9279.75	1.02	10.05
1978.08	103.9	4.98	11.46	66	1978.63	8.41	415.74	19.94	84950.51	45.84	9367.2	1.01	10.23
1978.09	103.9	5.02	11.57	66.5	1978.71	8.42	412.61	19.94	84651.25	45.95	9426.52	0.99	10.22
1978.10	100.6	5.04	11.82	67.1	1978.79	8.64	395.94	19.82	81568.62	46.53	9586.58	1	10.05
1978.11	94.71	5.05	12.08	67.4	1978.88	8.81	371.09	19.8	76791	47.32	9791.81	0.99	9.97
1978.12	96.11	5.07	12.33	67.7	1978.96	9.01	374.91	19.78	77921.86	48.1	9996.63	1	9.87
1979.01	99.71	5.11	12.65	68.3	1979.04	9.1	385.54	19.77	80472.85	48.93	10212.09	1.01	9.8
1979.02	98.23	5.16	12.98	69.1	1979.13	9.1	375.42	19.71	78703.35	49.59	10397.13	1.01	9.76
1979.03	100.1	5.2	13.3	69.8	1979.21	9.12	378.73	19.67	79741.02	50.32	10594.96	1	9.72
1979.04	102.1	5.25	13.53	70.6	1979.29	9.18	381.92	19.63	80756.96	50.6	10699.07	1	9.65
1979.05	99.73	5.29	13.75	71.5	1979.38	9.25	368.36	19.55	78233.97	50.8	10788.88	1.03	9.55
1979.06	101.7	5.34	13.98	72.3	1979.46	8.91	371.48	19.51	79241.82	51.06	10892.83	1	9.73
1979.07	102.7	5.4	14.2	73.1	1979.54	8.95	371.02	19.5	79491.82	51.29	10988.53	1	9.67
1979.08	107.4	5.45	14.41	73.8	1979.63	9.03	384.32	19.51	82689.63	51.58	11097.12	0.99	9.6
1979.09	108.6	5.51	14.63	74.6	1979.71	9.33	384.45	19.51	83066.61	51.79	11190.28	0.95	9.39
1979.10	104.5	5.56	14.71	75.2	1979.79	10.3	366.98	19.51	79644.2	51.65	11208.64	0.99	8.82
1979.11	103.7	5.6	14.78	75.9	1979.88	10.65	360.82	19.5	78658.17	51.44	11213.38	1.02	8.63
1979.12	107.8	5.65	14.86	76.7	1979.96	10.39	371.17	19.45	81268.63	51.16	11202.71	0.98	8.75
1980.01	110.9	5.7	15	77.8	1980.04	10.8	376.44	19.35	82776.62	50.93	11198.58	0.92	8.49
1980.02	115.3	5.75	15.15	78.9	1980.13	12.41	385.92	19.25	85213.65	50.7	11194.32	0.99	7.68
1980.03	104.7	5.8	15.29	80.1	1980.21	12.75	345.19	19.12	76572.22	50.41	11182.32	1.09	7.5
1980.04	103	5.85	15.17	81	1980.29	11.47	335.82	19.06	74844.31	49.47	11025.58	1.09	8.05
1980.05	107.7	5.89	15.06	81.8	1980.38	10.18	347.71	19.03	77847.54	48.61	10883.26	1.03	8.69
1980.06	114.6	5.94	14.94	82.7	1980.46	9.78	365.96	18.97	82287.42	47.71	10727.52	0.98	8.89
1980.07	119.8	5.98	14.84	82.7	1980.54	10.25	382.56	19.11	86379.25	47.39	10700.07	0.96	8.7
1980.08	123.5	6.03	14.74	83.3	1980.63	11.1	391.54	19.11	88765.17	46.73	10594.32	0.99	8.27
1980.09	126.5	6.07	14.64	84	1980.71	11.51	397.7	19.08	90524.26	46.03	10476.48	1	8.08
1980.10	130.2	6.1	14.7	84.8	1980.79	11.75	405.47	19	92653.36	45.78	10460.86	0.96	7.97
1980.11	135.7	6.13	14.76	85.5	1980.88	12.68	419.14	18.93	96137.23	45.59	10456.78	1	7.57
1980.12	133.5	6.16	14.82	86.3	1980.96	12.84	408.53	18.85	94062.19	45.35	10441.96	1.03	7.51
1981.01	133	6.2	14.74	87	1981.04	12.57	403.72	18.82	93317.01	44.74	10342.05	0.98	7.64
1981.02	128.4	6.24	14.66	87.9	1981.13	13.19	385.77	18.75	89528.2	44.04	10221.83	1.01	7.38
1981.03	133.2	6.28	14.58	88.5	1981.21	13.12	397.47	18.74	92607.82	43.51	10136.8	0.98	7.44
1981.04	134.4	6.32	14.72	89.1	1981.29	13.68	398.35	18.72	93176.39	43.64	10207.32	0.99	7.25
1981.05	131.7	6.35	14.87	89.8	1981.38	14.1	387.31	18.68	90957.01	43.72	10267.51	1.05	7.12
1981.06	132.3	6.39	15.01	90.6	1981.46	13.47	385.64	18.63	90929.09	43.75	10316.29	0.97	7.38
1981.07	129.1	6.43	15.1	91.6	1981.54	14.28	372.2	18.55	88125.53	43.52	10305.23	0.98	7.07
1981.08	129.6	6.48	15.18	92.3	1981.63	14.94	370.81	18.53	88161.54	43.44	10328.57	0.99	6.86
1981.09	118.3	6.52	15.27	93.2	1981.71	15.32	335.21	18.47	80063.53	43.27	10334.49	1.02	6.74
1981.10	119.8	6.56	15.3	93.4	1981.79	15.15	338.73	18.54	81274.09	43.26	10379.75	1.11	6.87
1981.11	122.9	6.59	15.33	93.7	1981.88	13.39	346.39	18.58	83481.78	43.21	10413.15	0.99	7.6
1981.12	123.8	6.63	15.36	94	1981.96	13.72	347.81	18.63	84198.84	43.15	10446.64	0.97	7.52
1982.01	117.3	6.66	15.18	94.3	1982.04	14.59	328.5	18.65	79900.52	42.5	10337.82	1.02	7.25
1982.02	114.5	6.69	14.99	94.6	1982.13	14.43	319.64	18.68	78124.47	41.86	10230.08	1.04	7.37
1982.03	110.8	6.72	14.81	94.5	1982.21	13.86	309.64	18.78	76062.42	41.39	10166.83	1.01	7.69
1982.04	116.3	6.75	14.6	94.9	1982.29	13.87	323.64	18.78	79886.09	40.62	10026.43	1.03	7.75
1982.05	116.4	6.78	14.38	95.8	1982.38	13.62	320.88	18.69	79588.09	39.65	9834.53	0.98	7.87
1982.06	109.7	6.81	14.17	97	1982.46	14.3	298.66	18.54	74462.29	38.58	9618.33	1.03	7.58
1982.07	109.4	6.82	13.97	97.5	1982.54	13.95	296.32	18.48	74261.83	37.83	9480.74	1.06	7.77
1982.08	109.7	6.84	13.76	97.7	1982.63	13.06	296.52	18.48	74698.98	37.2	9371.96	1.05	8.23
1982.09	122.4	6.85	13.56	97.9	1982.71	12.34	330.18	18.48	83564.54	36.58	9257.64	1.1	8.64
1982.10	132.7	6.86	13.25	98.2	1982.79	10.91	356.87	18.44	90708.65	35.64	9059.45	1.03	9.44
1982.11	138.1	6.86	12.95	98	1982.88	10.55	372.15	18.5	94984.3	34.89	8904.66	1.01	9.76
1982.12	139.4	6.87	12.64	97.6	1982.96	10.54	377.19	18.59	96666.75	34.2	8765.19	1.01	9.89
1983.01	144.3	6.88	12.57	97.8	1983.04	10.46	389.65	18.59	100256.97	33.93	8731.11	0.99	10
1983.02	146.8	6.9	12.49	97.9	1983.13	10.72	396	18.6	102288.64	33.7	8705.2	1.02	9.92
1983.03	151.9	6.91	12.42	97.9	1983.21	10.51	409.75	18.64	106243.5	33.5	8686.93	1.02	10.14
1983.04	157.7	6.92	12.48	98.6	1983.29	10.4	422.38	18.53	109917.61	33.42	8696.32	1.01	10.22
1983.05	164.1	6.93	12.53	99.2	1983.38	10.38	436.86	18.45	114086.72	33.37	8713.49	0.98	10.26
1983.06	166.4	6.94	12.59	99.5	1983.46	10.85	441.65	18.42	115737.8	33.42	8756.84	0.98	10.03
1983.07	167	6.96	12.83	99.9	1983.54	11.38	441.47	18.4	116091.84	33.91	8916.62	0.98	9.76
1983.08	162.4	6.98	13.06	100.2	1983.63	11.85	428.02	18.4	112959.23	34.43	9086.33	1.02	9.56
1983.09	167.2	7	13.3	100.7	1983.71	11.65	438.49	18.36	116124.21	34.88	9237.15	1.02	9.72
1983.10	167.7	7.03	13.54	101	1983.79	11.54	438.49	18.38	116531.18	35.41	9410.95	1	9.85
1983.11	165.2	7.06	13.79	101.2	1983.88	11.69	431.1	18.42	114975.13	35.98	9595.2	1	9.84
1983.12	164.4	7.09	14.03	101.3	1983.96	11.83	428.59	18.48	114716.2	36.58	9789.95	1.02	9.84
1984.01	166.4	7.12	14.44	101.9	1984.04	11.67	431.25	18.45	115839.68	37.42	10052.43	1	9.97
1984.02	157.3	7.15	14.85	102.4	1984.13	11.84	405.67	18.44	109382.77	38.3	10326.35	0.98	9.92
1984.03	157.4	7.18	15.26	102.6	1984.21	12.32	405.14	18.48	109654.21	39.28	10631.02	0.99	9.73
1984.04	157.6	7.22	15.57	103.1	1984.29	12.63	403.69	18.5	109678.39	39.89	10837.91	0.97	9.61
1984.05	156.6	7.27	15.89	103.4	1984.38	13.41	399.96	18.56	109086.47	40.58	11066.56	1	9.28
1984.06	153.1	7.31	16.2	103.7	1984.46	13.56	389.89	18.62	106762.98	41.26	11296.93	1.02	9.28
1984.07	151.1	7.33	16.32	104.1	1984.54	13.36	383.32	18.6	105387.94	41.4	11382.73	1.05	9.45
1984.08	164.4	7.36	16.44	104.5	1984.63	12.72	415.46	18.59	114651.35	41.55	11465.14	1.02	9.85
1984.09	166.1	7.38	16.56	105	1984.71	12.52	417.76	18.56	115712.17	41.65	11536.38	1.03	10.02
1984.10	164.8	7.43	16.59	105.3	1984.79	12.16	413.31	18.63	114909.56	41.6	11565.35	1.04	10.31
1984.11	166.3	7.48	16.61	105.3	1984.88	11.57	417.07	18.76	116390.09	41.67	11627.32	1.01	10.77
1984.12	164.5	7.53	16.64	105.3	1984.96	11.5	412.56	18.88	115569.48	41.73	11690.43	1.02	10.92
1985.01	171.6	7.57	16.56	105.5	1985.04	11.38	429.55	18.96	120771.59	41.44	11652.56	1	11.08
1985.02	180.9	7.62	16.47	106	1985.13	11.51	450.69	18.98	127160.96	41.04	11579.66	0.99	11.04
1985.03	179.4	7.66	16.39	106.4	1985.21	11.86	445.28	19.01	126079.49	40.68	11518.63	1.04	10.88
1985.04	180.6	7.69	16.13	106.9	1985.29	11.43	446.16	18.99	126777.25	39.85	11322.91	1.04	11.22
1985.05	184.9	7.71	15.87	107.3	1985.38	10.85	455.08	18.98	129761.42	39.06	11137.45	1.05	11.67
1985.06	188.9	7.74	15.61	107.6	1985.46	10.16	463.63	19	132650.37	38.31	10961.74	1	12.25
1985.07	192.5	7.77	15.48	107.8	1985.54	10.31	471.59	19.04	135381.63	37.93	10889.11	1.01	12.21
1985.08	188.3	7.81	15.36	108	1985.63	10.33	460.44	19.09	132639.29	37.55	10817.32	1.01	12.28
1985.09	184.1	7.84	15.23	108.3	1985.71	10.37	448.93	19.12	129780.5	37.14	10736.32	1.02	12.32
1985.10	186.2	7.86	15.02	108.7	1985.79	10.24	452.38	19.1	131237.91	36.5	10588.76	1.04	12.48
1985.11	197.5	7.88	14.82	109	1985.88	9.78	478.51	19.09	139280.83	35.9	10449.02	1.04	12.92
1985.12	207.3	7.9	14.61	109.3	1985.96	9.26	500.87	19.09	146253.72	35.3	10307.61	1.01	13.42
1986.01	208.2	7.94	14.58	109.6	1986.04	9.19	501.67	19.13	146952.16	35.13	10290.89	1.04	13.55
1986.02	219.4	7.98	14.55	109.3	1986.13	8.7	530.11	19.28	155753.07	35.16	10329.11	1.07	14.13
1986.03	232.3	8.02	14.52	108.8	1986.21	7.78	563.86	19.47	166145.33	35.24	10384.98	1.04	15.2
1986.04	238	8.05	14.58	108.6	1986.29	7.3	578.76	19.57	171016.04	35.46	10478.9	0.98	15.84
1986.05	238.5	8.07	14.65	108.9	1986.38	7.71	578.37	19.58	171385.31	35.52	10525.07	1	15.44
1986.06	245.3	8.1	14.71	109.5	1986.46	7.8	591.61	19.54	175788.29	35.48	10541.56	1.04	15.36
1986.07	240.2	8.14	14.76	109.5	1986.54	7.3	579.31	19.64	172619.8	35.59	10604.91	1.02	16
1986.08	245	8.19	14.8	109.7	1986.63	7.17	589.8	19.71	176237.71	35.64	10648.57	0.99	16.22
1986.09	238.3	8.23	14.85	110.2	1986.71	7.45	571.07	19.72	171131.5	35.59	10664.3	1.01	15.93
1986.10	237.4	8.25	14.73	110.3	1986.79	7.43	568.4	19.74	170823.68	35.26	10596.75	1.02	16.03
1986.11	245.1	8.26	14.6	110.4	1986.88	7.25	586.3	19.77	176699.6	34.93	10527.94	1.02	16.32
1986.12	248.6	8.28	14.48	110.5	1986.96	7.11	594.14	19.79	179557.64	34.61	10458.55	1.01	16.57
1987.01	264.5	8.3	14.69	111.2	1987.04	7.08	628.16	19.71	190335.65	34.88	10568.63	0.99	16.59
1987.02	280.9	8.32	14.89	111.6	1987.13	7.25	664.72	19.69	201909.81	35.24	10705.25	1.01	16.43
1987.03	292.5	8.34	15.1	112.1	1987.21	7.25	689.08	19.65	209807.41	35.57	10831.08	0.95	16.46
1987.04	289.3	8.4	14.87	112.7	1987.29	8.02	677.91	19.68	206906.74	34.85	10637.35	0.97	15.61
1987.05	289.1	8.46	14.65	113.1	1987.38	8.61	675.05	19.75	206534.88	34.2	10463.7	1.02	15.05
1987.06	301.4	8.52	14.42	113.5	1987.46	8.4	701.29	19.82	215068.67	33.55	10289.62	1	15.31
1987.07	310.1	8.57	14.9	113.8	1987.54	8.45	719.63	19.88	221201.43	34.58	10628.51	0.99	15.33
1987.08	329.4	8.61	15.38	114.4	1987.63	8.76	760.41	19.88	234245.53	35.5	10937.15	0.96	15.04
1987.09	318.7	8.66	15.86	115	1987.71	9.42	731.87	19.89	225964.53	36.42	11245.05	1	14.44
1987.10	280.2	8.71	16.41	115.3	1987.79	9.52	641.78	19.95	198663.65	37.58	11632.46	1.05	14.42
1987.11	245	8.76	16.95	115.4	1987.88	8.86	560.67	20.05	174073.22	38.8	12045.37	1	15.15
1987.12	241	8.81	17.5	115.4	1987.96	8.99	551.52	20.16	171752.84	40.05	12471.68	1.03	15.13
1988.01	250.5	8.86	17.86	115.7	1988.04	8.67	571.77	20.22	178584.9	40.77	12734.99	1.04	15.53
1988.02	258.1	8.9	18.23	116	1988.13	8.21	587.6	20.27	184054.75	41.5	12997.72	1	16.08
1988.03	265.7	8.95	18.59	116.5	1988.21	8.37	602.3	20.29	189190.81	42.14	13236.95	0.98	15.95
1988.04	262.6	9.04	19.62	117.1	1988.29	8.72	592.22	20.39	186559.25	44.24	13936.32	0.98	15.61
1988.05	256.1	9.14	20.64	117.5	1988.38	9.09	575.6	20.54	181861.14	46.4	14659.17	1.02	15.3
1988.06	270.7	9.23	21.67	118	1988.46	8.92	605.84	20.66	191958.22	48.5	15366.59	1	15.52
1988.07	269.1	9.31	22.02	118.5	1988.54	9.06	599.71	20.74	190566.11	49.08	15596.04	0.99	15.43
1988.08	263.7	9.38	22.38	119	1988.63	9.26	585.21	20.82	186508.82	49.66	15826.51	1.03	15.28
1988.09	268	9.46	22.73	119.8	1988.71	8.98	590.78	20.85	188838.18	50.11	16016.01	1.02	15.57
1988.10	277.4	9.55	23.07	120.2	1988.79	8.8	609.47	20.98	195370.05	50.69	16250.29	1	15.82
1988.11	271	9.64	23.42	120.3	1988.88	8.96	594.91	21.16	191269.25	51.41	16527.29	1	15.76
1988.12	276.5	9.75	23.75	120.5	1988.96	9.11	605.98	21.37	195399.7	52.05	16783.88	1.01	15.69
1989.01	285.4	9.81	24.16	121.1	1989.04	9.09	622.38	21.4	201265	52.69	17037.71	1	15.76
1989.02	294	9.9	24.56	121.6	1989.13	9.17	638.5	21.49	207056.45	53.34	17296.96	1	15.73
1989.03	292.7	10.01	24.96	122.3	1989.21	9.36	632.04	21.62	205545.13	53.9	17527.87	1.02	15.57
1989.04	302.3	10.09	25.05	123.1	1989.29	9.18	648.53	21.64	211493.45	53.73	17523.03	1.03	15.77
1989.05	313.9	10.19	25.13	123.8	1989.38	8.86	669.61	21.74	218958.17	53.61	17531.51	1.05	16.13
1989.06	323.7	10.37	25.22	124.1	1989.46	8.28	688.84	22.07	225849.57	53.67	17596.31	1.02	16.84
1989.07	331.9	10.42	24.71	124.4	1989.54	8.02	704.59	22.13	231616.94	52.46	17243.91	1	17.21
1989.08	346.6	10.55	24.2	124.6	1989.63	8.11	734.61	22.35	242099.47	51.29	16903.66	1	17.19
1989.09	347.3	10.73	23.69	125	1989.71	8.19	733.74	22.67	242434.71	50.05	16536.94	1.02	17.16
1989.10	347.4	10.8	23.43	125.6	1989.79	8.01	730.45	22.7	241971.11	49.26	16317.17	1.02	17.4
1989.11	340.2	10.92	23.16	125.9	1989.88	7.87	713.6	22.91	237024.05	48.59	16138.33	1.01	17.65
1989.12	348.6	11.06	22.87	126.1	1989.96	7.84	730.06	23.16	243132.41	47.9	15950.77	0.98	17.77
1990.01	339.97	11.14	22.49	127.4	1990.04	8.21	704.73	23.09	235334.72	46.62	15568.07	0.99	17.26
1990.02	330.45	11.23	22.08	128	1990.13	8.47	681.78	23.17	228317.3	45.56	15255.7	1	17
1990.03	338.46	11.32	21.67	128.7	1990.21	8.59	694.51	23.23	233227.94	44.47	14932.49	0.99	16.89
1990.04	338.18	11.44	21.53	128.9	1990.29	8.79	692.86	23.43	233329.14	44.12	14857.02	1.01	16.76
1990.05	350.25	11.55	21.4	129.2	1990.38	8.76	715.92	23.62	241758.51	43.74	14768.98	1.03	16.88
1990.06	360.39	11.66	21.26	129.9	1990.46	8.48	732.68	23.7	248084.18	43.22	14634.89	1.01	17.23
1990.07	360.03	11.73	21.42	130.4	1990.54	8.47	729.14	23.75	247556.19	43.38	14728.37	0.99	17.29
1990.08	330.75	11.78	21.58	131.6	1990.63	8.75	663.73	23.65	226018.56	43.31	14746.73	1	16.94
1990.09	315.41	11.83	21.74	132.7	1990.71	8.89	627.7	23.54	214417.37	43.27	14778.97	1.02	16.77
1990.10	307.12	11.93	21.61	133.5	1990.79	8.72	607.54	23.59	208202.26	42.74	14647.58	1.03	16.98
1990.11	315.29	12.01	21.47	133.8	1990.88	8.39	622.3	23.71	213938.76	42.38	14570.62	1.03	17.44
1990.12	328.75	12.09	21.34	133.8	1990.96	8.08	648.87	23.86	223755.63	42.12	14524.55	1.01	17.93
1991.01	325.49	12.11	21.18	134.6	1991.04	8.09	638.62	23.75	220902.67	41.56	14376.62	1.02	17.93
1991.02	362.26	12.11	21.03	134.8	1991.13	7.85	709.71	23.73	246176.93	41.19	14288.88	0.99	18.32
1991.03	372.28	12.11	20.94	135	1991.21	8.11	728.26	23.69	253296.09	40.96	14247.39	1.01	18.09
1991.04	379.68	12.13	20.36	135.2	1991.29	8.04	741.63	23.69	258635.58	39.78	13871.35	1	18.27
1991.05	377.99	12.14	19.86	135.6	1991.38	8.07	736.16	23.64	257411.93	38.67	13522.45	0.99	18.3
1991.06	378.29	12.15	19.41	136	1991.46	8.28	734.57	23.59	257546.03	37.69	13214.65	1.01	18.11
1991.07	380.23	12.19	18.84	136.2	1991.54	8.27	737.26	23.64	259177.45	36.53	12841.97	1.03	18.22
1991.08	389.4	12.24	18.33	136.6	1991.63	7.9	752.82	23.66	265343.83	35.44	12490.38	1.02	18.75
1991.09	387.2	12.28	17.82	137.2	1991.71	7.65	745.3	23.64	263385.14	34.3	12121.7	1.01	19.12
1991.10	386.88	12.25	17.2	137.4	1991.79	7.53	743.6	23.55	263477.97	33.07	11716.01	1.01	19.37
1991.11	385.92	12.23	16.59	137.8	1991.88	7.42	739.6	23.43	262753.15	31.79	11293.03	1.03	19.59
1991.12	388.51	12.2	15.97	137.9	1991.96	7.09	744.02	23.36	265016.43	30.58	10893.7	1.01	20.15
1992.01	416.08	12.24	16.05	138.1	1992.04	7.03	795.67	23.41	284106.63	30.69	10956.96	0.98	20.33
1992.02	412.56	12.28	16.12	138.6	1992.13	7.34	786.09	23.4	281383.1	30.72	10996.76	0.99	19.93
1992.03	407.36	12.32	16.19	139.3	1992.21	7.54	772.28	23.36	277137.03	30.69	11014.46	1.01	19.68
1992.04	407.41	12.32	16.48	139.5	1992.29	7.48	771.27	23.32	277471.13	31.2	11226.14	1.01	19.85
1992.05	414.81	12.32	16.77	139.7	1992.38	7.39	784.15	23.29	282804.75	31.7	11431.02	1.02	20.07
1992.06	408.27	12.32	17.05	140.2	1992.46	7.26	769.04	23.21	278050.76	32.12	11611.84	1.04	20.31
1992.07	415.05	12.34	17.38	140.5	1992.54	6.84	780.14	23.2	282763.73	32.67	11840.58	1.02	21
1992.08	417.93	12.37	17.71	140.9	1992.63	6.59	783.32	23.18	284617.6	33.19	12060.82	1.02	21.44
1992.09	418.48	12.4	18.04	141.3	1992.71	6.42	782.13	23.18	284887.11	33.72	12281.03	0.99	21.76
1992.10	412.5	12.39	18.39	141.8	1992.79	6.59	768.24	23.07	280526.17	34.25	12506.37	0.99	21.54
1992.11	422.84	12.38	18.74	142	1992.88	6.87	786.39	23.03	287853.81	34.85	12757.5	1.01	21.19
1992.12	435.64	12.39	19.09	141.9	1992.96	6.77	810.76	23.06	297479.96	35.53	13035.75	1.02	21.48
1993.01	435.23	12.41	19.34	142.6	1993.04	6.6	806.02	22.99	296443.99	35.82	13172.87	1.03	21.76
1993.02	441.7	12.45	19.59	143.1	1993.13	6.26	815.15	22.97	300503.66	36.15	13327.75	1.03	22.35
1993.03	450.16	12.48	19.84	143.6	1993.21	5.98	827.87	22.95	305898.01	36.49	13481.91	1.01	22.85
1993.04	443.08	12.49	19.67	144	1993.29	5.97	812.58	22.91	300956.07	36.07	13360.58	1	22.92
1993.05	445.25	12.51	19.5	144.2	1993.38	6.04	815.43	22.9	302717.49	35.71	13257.7	1.01	22.88
1993.06	448.06	12.52	19.33	144.4	1993.46	5.96	819.44	22.9	304914.4	35.35	13154.48	1.02	23.1
1993.07	447.29	12.52	19.69	144.4	1993.54	5.81	818.03	22.9	305100.4	36.01	13430.72	1.01	23.48
1993.08	454.13	12.52	20.05	144.8	1993.63	5.68	828.25	22.83	309620.02	36.57	13669.83	1.03	23.75
1993.09	459.24	12.52	20.41	145.1	1993.71	5.36	835.84	22.79	313166.46	37.15	13918.05	1.01	24.4
1993.10	463.9	12.54	20.9	145.7	1993.79	5.33	840.84	22.73	315751.18	37.88	14225.48	0.97	24.46
1993.11	462.89	12.56	21.39	145.8	1993.88	5.72	838.43	22.75	315559.55	38.74	14581.91	1	23.84
